spec_id                           kind             status      dispatched_job_id                     created_at                      
--------------------------------  ---------------  ----------  ------------------------------------  --------------------------------
8cade07e215148c9964bb2a8bc2c21ed  walk_tree        dispatched  490652af-a366-4f1b-8afb-c2d2db8f6f94  2026-01-21T04:27:04.618836+00:00
bc0b9d8d4d374c2eb1ebf47f5cd1c93f  walk_tree        dispatched  1984df5b-8e6b-46c8-8bcd-3b1c89e62126  2026-01-21T04:08:24.917278+00:00
417d3f8f73034f6f96f18cd0bbe92370  walk_tree        dispatched  573d6303-5dfe-49dc-baa1-7d6d92d7f2c3  2026-01-21T03:55:21.071525+00:00
6bde749de7fb4260b9f0e3827de9aaa1  read_file        dispatched  0a02e451-aab2-43c5-b2fd-03ea1556649c  2026-01-21T03:55:21.071525+00:00
b9468514694f4bde9b418d5485c2bc60  analysis_result  dispatched  388a7483-80f6-490b-8fe8-ea3dde9ba2c1  2026-01-21T03:55:21.071525+00:00
7acadef5f7e9473ca304050adaefb76d  walk_tree        dispatched  27c5e49b-b445-4a5f-8530-98b940950d3c  2026-01-21T03:44:22.799354+00:00
08e2455f5ff34a2c84dc4b9dc8546a96  read_file        dispatched  7b1dcdf0-d4d5-408c-b33a-7fdaa4dd47d2  2026-01-21T03:44:22.799354+00:00
570146731f29404f875fccde1fc1dab5  analysis_result  dispatched  77695f2c-45ef-415f-950a-05928b62dfd3  2026-01-21T03:44:22.799354+00:00
